1,8947,2.60093
1,11044,1.96948
1,13941,2.65028
1,18334,2.9154
1,19515,3.57484
2,2329,1.57787
2,8866,2.33241
2,14312,2.9093
2,17664,2.69975
2,17946,3.42411
3,6299,2.14635
3,8477,2.48977
3,9632,1.53663
3,15455,2.71618
3,17377,3.83984
4,1311,2.28416
4,1532,1.96613
4,8914,2.31158
4,9910,2.40929
4,16848,2.76231
5,10128,2.04065
5,13279,2.34969
5,15331,6.96247
5,16689,3.11821
5,16729,3.63641
6,10990,1.81751
6,17379,2.60274
6,18291,2.51999
6,18436,3.64694
6,18861,2.86621
7,5100,2.25146
7,9831,2.5739
7,10982,2.31274
7,14376,3.13851
7,17682,3.37744
8,358,2.02575
8,9260,2.73113
8,12016,1.75368
8,14718,3.02583
8,19296,3.90884
9,789,1.93278
9,11037,3.4385
9,11765,2.54963
9,17608,3.36153
9,19639,3.66128
10,1743,1.93201
10,9215,2.56375
10,18616,3.14048
10,18656,3.28445
10,19686,3.14704
11,871,2.01012
11,4344,1.83494
11,17906,2.87209
11,18135,2.59888
11,19266,3.25996
12,384,2.32819
12,386,1.95026
12,12684,2.76954
12,15067,2.98048
12,18452,3.5205
13,359,2.74145
13,500,4.2344
13,1949,2.36203
13,9224,3.00465
13,14399,2.86981
14,8387,2.19561
14,8656,1.98104
14,11666,2.19348
14,18561,3.11259
14,18950,3.52827
15,5687,1.59504
15,13515,2.18263
15,16348,3.46719
15,19705,3.53805
15,19789,3.21764
16,1692,1.96208
16,11693,2.56922
16,13803,2.02177
16,18042,3.19912
16,18156,3.33088
17,11799,2.58285
17,12235,3.06203
17,17706,2.90477
17,17953,3.14084
17,18516,6.59007
18,1013,2.52761
18,2414,2.30589
18,12121,2.42292
18,17090,3.02146
18,19871,3.52893
19,6292,1.79393
19,11366,2.56976
19,12622,3.3426
19,13538,6.13492
19,13592,3.49325
20,916,2.02119
20,4908,2.88858
20,13055,2.56833
20,13076,2.35696
20,17480,3.02151
21,2200,2.0714
21,12579,3.1977
21,13659,2.33452
21,14854,2.92113
21,15066,2.89807
22,8628,2.39985
22,8828,2.98785
22,10416,2.40252
22,10930,0.0225974
22,16629,2.97483
23,335,2.43405
23,9650,2.19402
23,13037,2.4937
23,16281,3.03652
23,18136,3.44608
24,1452,1.71894
24,8254,2.08939
24,11598,2.64776
24,16316,3.49506
24,16891,3.60435
25,2563,2.98962
25,6406,1.7421
25,8202,2.31611
25,10093,2.18604
25,19191,3.17445
26,7081,2.06378
26,10291,2.31618
26,16664,3.17103
26,18377,3.08008
26,19938,3.34897
27,6518,2.28216
27,7709,2.16205
27,13400,2.87049
27,15645,2.61372
27,19124,3.22167
28,11426,2.7718
