1,23,2.90599
1,24,2.79168
1,35,2.94825
1,44,3.96092
1,45,3.80627
1,46,3.96766
2,9,4.8499
2,13,2.20804
2,17,2.34549
2,25,1.79554
2,30,5.36103
3,20,3.15492
3,26,2.88181
3,32,3.22487
3,40,3.49493
3,41,3.50208
3,42,3.54984
4,21,2.6937
4,27,2.39124
4,29,3.63036
4,31,3.51935
4,36,3.43455
4,39,3.88259
5,1,1.8746
5,7,3.81378
5,10,4.54529
5,11,1.82622
5,13,2.4983
5,45,4.98969
6,5,3.70708
6,7,3.07671
6,10,3.80822
6,11,1.08915
7,5,4.965
7,6,2.27879
7,10,5.06615
7,11,2.34707
7,30,0.601128
7,39,1.41724
8,18,2.61236
8,33,2.94668
8,37,3.19376
8,38,3.76071
8,43,4.0155
8,47,4.10686
9,16,3.27028
9,25,1.53928
9,30,5.10476
9,34,4.31997
9,36,4.33385
9,46,5.4842
10,2,1.93017
10,3,2.77543
10,5,4.72132
10,6,2.03511
10,7,4.09095
10,31,0.00317846
11,5,3.7461
11,6,1.05989
11,7,3.11573
11,10,3.84724
12,8,2.55166
12,15,2.73765
12,18,2.52333
12,37,3.10473
12,43,3.92647
12,47,4.01782
13,2,1.69974
13,9,5.28282
13,17,2.77842
13,25,2.22847
13,30,5.79396
14,1,2.83423
14,23,2.96494
14,28,2.95543
14,35,3.00721
14,44,4.01987
14,45,3.86522
14,46,4.02661
14,48,3.97606
15,16,2.97708
15,33,2.87421
15,38,3.68825
15,43,3.94304
15,47,4.03439
16,8,2.75938
16,12,2.61672
16,37,3.31245
16,38,3.8794
16,43,4.13419
16,47,4.22555
17,9,4.93452
17,13,2.29266
17,15,2.23816
17,23,3.45555
17,30,5.44565
18,15,2.71788
18,16,2.94075
18,37,3.08497
18,38,3.65192
18,43,3.9067
18,47,3.99806
19,26,2.72317
19,32,3.06623
19,34,3.55378
19,40,3.33629
19,41,3.34344
19,42,3.3912
20,19,2.86906
20,32,3.22969
20,34,3.71724
20,40,3.49976
20,41,3.50691
20,42,3.55466
21,4,2.35799
21,22,2.59397
21,27,2.63555
21,31,3.76367
21,36,3.67887
21,39,4.12691
22,4,2.09956
22,21,2.67958
22,29,3.61624
22,36,3.42043
22,39,3.86848
23,24,2.76537
23,35,2.92194
23,44,3.9346
23,45,3.77995
23,46,3.94134
23,48,3.89079
24,14,2.609
24,28,2.80367
24,35,2.85545
24,44,3.86812
24,46,3.87485
24,48,3.8243
25,9,5.02553
25,13,2.38367
25,17,2.52112
25,30,5.53666
25,38,4.9864
26,20,3.00586
26,32,3.07581
26,34,3.56336
26,40,3.34587
26,41,3.35303
26,42,3.40078
27,21,2.77304
27,22,2.42899
27,29,3.7097
27,31,3.59869
27,36,3.51389
27,39,3.96193
28,23,2.88201
28,24,2.7677
28,44,3.93694
28,45,3.78228
28,46,3.94368
28,48,3.89312
29,4,2.53868
29,8,1.94821
29,21,3.1187
29,27,2.81624
29,39,4.3076
29,44,5.5698
30,2,2.32882
30,17,3.40749
30,20,2.33054
30,25,2.85755
30,43,4.99633
30,47,5.57699
31,22,2.91434
31,27,2.95593
31,29,4.19505
31,36,3.99924
31,39,4.44729
31,48,5.18874
32,19,2.80634
32,20,3.09702
32,26,2.82391
32,40,3.43703
32,41,3.44418
32,42,3.49194
33,12,2.48276
33,15,2.81141
33,37,3.17849
33,38,3.74544
33,43,4.00023
33,47,4.09158
34,3,3.2152
34,19,3.1365
34,20,3.42718
34,32,3.49713
34,40,3.76719
34,41,3.77434
34,42,3.8221
35,14,2.60791
35,24,2.69778
35,44,3.86702
35,45,3.71237
35,46,3.87376
35,48,3.82321
36,4,2.52496
36,21,3.10499
36,22,2.76093
36,29,4.04165
36,31,3.93064
36,39,4.29388
37,16,3.07314
37,18,2.63596
37,33,2.97028
37,38,3.78431
37,43,4.0391
37,47,4.13046
38,16,3.24015
38,18,2.80297
38,33,3.13729
38,37,3.38437
38,43,4.20611
38,47,4.29747
39,22,2.72476
39,27,2.76635
39,28,3.52924
39,31,3.89447
39,36,3.80967
40,3,2.74529
40,19,2.6666
40,34,3.51477
40,41,3.30444
40,42,3.35219
41,19,2.66935
41,26,2.68691
41,34,3.51752
41,40,3.30004
41,42,3.35495
42,3,2.76641
42,26,2.70528
42,32,3.04834
42,40,3.3184
42,41,3.32556
43,8,2.71939
43,12,2.57673
43,18,2.69107
43,33,3.02538
43,47,4.18556
44,23,3.02385
44,28,3.01434
44,35,3.06612
44,45,3.92413
44,46,4.08552
44,48,4.03497
45,1,2.7073
45,14,2.63383
45,44,3.89294
45,46,3.89968
45,48,3.84913
46,24,2.71224
46,35,2.86881
46,44,3.88148
46,45,3.72682
46,48,3.83766
47,12,2.53584
47,15,2.86449
47,33,2.98449
47,37,3.23157
47,38,3.79852
48,1,2.75832
48,14,2.68485
48,28,2.87952
48,45,3.78931
48,46,3.95071
