1,3,0.808457
1,5,0.122658
1,14,1.55422
2,3,0.00148007
2,4,0.176082
2,13,6.88279
3,5,5.85563
3,12,3.77853
3,21,1.98664
4,9,2.11245
4,19,1.84966
4,23,4.38812
5,14,1.46131
5,16,2.68645
5,19,2.16245
6,1,0.741056
6,20,2.02471
6,24,4.23525
7,11,4.29289
7,19,0.632135
7,23,3.1706
8,20,2.87594
8,21,3.15233
8,23,1.56497
9,6,0.106345
9,8,2.92334
9,22,4.25125
10,16,1.49423
10,20,2.95586
10,22,5.7773
11,6,4.59508
11,17,2.01685
11,22,0.690301
12,8,0.512019
12,18,4.99077
12,24,1.47742
13,16,0.0159083
13,18,1.88651
13,24,2.19683
14,1,7.34157
14,10,0.134093
14,12,0.620431
15,7,2.06934
15,22,0.102912
16,10,0.807322
16,15,6.32576
17,15,0.11253
17,21,2.58311
18,2,2.09064
18,23,0.811924
19,23,3.37767
19,24,3.15016
20,11,0.0661549
20,17,3.15913
21,13,0.153454
21,17,3.23849
22,2,2.04915
22,9,1.76496
23,18,1.3659
23,24,3.8754
24,4,2.69834
24,7,0.873265
